student_id,item_Family_Q1,item_Family_Q2,item_Family_Q3,item_Family_Q4,item_Family_Q5,item_Family_Q6,item_Family_Q7,item_Family_Q8,item_Family_Q9,item_Family_Q10,item_Family_Q11,item_Family_Q12,item_Family_Q13,item_Family_Q14,item_Family_Q15,item_Family_Q16,item_Family_Q17,item_Family_Q18,item_Family_Q19,item_Event_Q1,item_Event_Q2,item_Event_Q3,item_Event_Q4,item_Event_Q5,item_Event_Q6,item_Event_Q7,item_Scenario1_Q1,item_Scenario1_Q2,item_Scenario1_Q3,item_Scenario1_Q4,item_Scenario1_Q5
1,6,5,5,6,6,4,2,5,3,4,5,4,5,6,7,6,4,5,6,1,7,1,7,1,7,6,3,2,3,2,6
2,6,5,4,6,5,6,7,6,5,6,4,3,2,6,5,7,4,5,6,1,7,1,7,1,7,6,3,2,3,2,6
3,5,3,4,4,5,6,6,5,6,5,3,2,2,6,7,7,4,5,6,1,7,1,7,1,7,6,3,2,3,2,6
4,5,4,3,4,6,6,5,5,6,5,4,2,3,6,7,6,4,5,6,1,7,1,7,1,7,7,2,1,1,1,7
5,7,6,5,6,7,6,3,5,6,5,4,2,3,6,6,7,4,5,5,2,6,1,7,1,7,6,3,2,2,1,7
6,5,4,3,4,5,6,5,6,7,6,3,2,1,7,6,7,4,5,6,1,7,2,6,1,7,5,3,2,2,3,6
7,6,5,4,6,7,5,1,2,3,2,7,6,6,4,3,5,4,5,4,1,7,2,6,2,7,4,3,2,2,5,6
8,7,6,5,6,7,4,2,2,4,2,5,5,5,5,5,6,5,6,6,2,7,1,6,2,7,5,3,2,2,3,6
9,7,6,5,6,7,5,2,2,4,2,6,6,5,4,4,5,3,5,6,1,7,1,7,1,7,6,3,3,4,3,6
10,6,5,5,6,6,5,3,2,5,4,5,5,4,6,6,7,4,5,5,1,7,1,7,1,7,6,3,2,3,4,6
11,7,6,6,7,7,3,1,2,2,1,6,5,6,5,4,5,3,4,4,2,6,1,7,2,6,5,3,3,2,2,6
12,6,5,4,6,5,4,2,4,3,2,5,4,4,5,4,6,4,5,6,1,7,1,6,2,7,5,3,2,3,4,6
13,7,6,5,6,7,4,1,2,2,2,6,6,5,4,5,6,4,5,5,1,7,1,6,2,7,6,3,2,2,3,6
14,5,4,3,6,5,6,4,5,6,5,4,2,3,6,7,6,5,6,7,2,6,1,6,3,7,5,3,2,2,3,6
15,6,5,5,6,6,5,3,2,4,3,5,4,4,6,5,6,4,5,5,1,7,2,7,2,7,6,3,2,2,3,6
16,6,5,5,6,7,4,3,3,4,2,6,5,5,4,4,5,3,6,5,1,7,2,6,2,6,5,4,2,3,3,6
17,6,4,5,5,5,6,4,5,6,5,4,3,2,6,6,7,5,6,5,2,7,1,7,1,7,6,4,2,3,3,6
18,6,5,4,5,5,6,4,6,7,5,4,2,3,6,6,7,5,6,7,1,7,2,7,1,7,6,3,2,1,2,7
19,6,5,4,6,6,5,2,2,3,2,5,4,5,5,6,5,4,5,6,2,6,1,7,2,7,6,4,3,2,3,5
20,6,5,4,6,6,6,2,5,6,5,5,3,4,6,6,7,4,5,6,1,7,2,7,1,7,5,3,2,1,2,7
21,7,6,5,7,6,4,2,2,3,2,5,4,5,5,4,6,4,5,5,1,7,1,7,1,7,6,3,2,2,3,6
22,6,5,5,6,5,5,3,4,5,4,5,5,4,5,5,6,4,5,5,2,6,2,7,1,7,7,3,2,2,1,6
23,4,2,1,3,4,6,7,5,6,5,3,2,1,6,5,7,4,5,6,1,7,2,6,1,7,5,3,1,1,2,7
24,6,4,5,6,5,7,5,4,6,5,3,2,3,6,7,6,4,5,6,2,7,1,7,1,7,6,3,2,3,3,6
25,6,5,5,6,7,4,2,2,3,2,5,4,4,5,5,6,4,4,5,2,7,1,6,1,7,6,3,2,2,3,6
26,6,5,5,6,5,5,3,2,5,4,5,2,4,6,6,7,5,6,7,1,7,1,7,1,7,6,3,2,3,3,6
27,6,4,3,5,4,7,6,6,7,5,4,2,3,6,7,6,4,5,6,1,7,1,7,1,7,7,3,2,2,3,6
28,1,2,1,1,3,7,7,6,7,7,2,1,1,7,7,7,5,6,7,1,7,1,7,1,7,6,3,1,2,2,7
29,6,5,4,5,6,5,1,2,4,3,6,6,5,5,6,5,4,5,4,1,7,1,6,1,7,4,3,2,2,3,6
30,6,4,5,6,7,6,2,4,5,4,5,3,4,6,6,7,5,5,5,1,7,1,7,1,7,6,3,2,2,2,6
31,5,4,4,4,5,6,4,6,6,5,4,2,3,6,6,7,5,5,6,1,7,2,6,1,7,6,3,2,3,3,6
32,6,5,5,4,6,6,3,5,6,4,5,5,4,6,5,6,4,5,5,2,6,2,6,2,7,6,3,2,3,3,6
33,5,4,4,3,6,6,6,5,5,5,3,2,2,6,6,7,5,5,6,1,7,1,7,1,7,7,4,3,2,3,6
34,7,6,5,6,7,3,2,2,4,2,5,4,5,5,4,6,4,5,6,1,7,1,7,1,7,7,3,2,3,3,6
35,6,5,4,5,6,5,3,4,5,3,5,4,3,6,6,7,4,5,6,2,7,1,7,1,7,6,3,2,3,3,6
36,6,5,4,6,5,7,4,6,7,5,4,2,3,6,7,6,5,5,6,2,7,1,7,2,6,5,4,2,3,3,6
37,6,5,4,4,5,6,3,5,6,5,4,2,3,6,5,6,4,5,6,1,7,2,7,1,7,5,3,2,2,3,6
38,6,5,4,5,6,6,4,5,6,5,4,2,3,6,6,7,4,4,5,1,7,1,7,2,7,6,3,2,2,3,6
39,6,4,5,5,5,6,6,7,7,6,2,1,2,6,7,6,5,5,6,1,7,1,7,1,7,7,3,2,2,3,6
40,6,5,5,6,7,4,2,2,3,2,6,7,5,4,4,5,4,5,5,1,7,2,6,2,7,6,3,2,3,4,6
41,1,1,2,1,3,7,7,6,7,7,2,1,1,7,7,7,6,5,7,1,7,1,7,1,7,6,3,2,2,3,6
42,7,6,5,6,7,4,2,2,2,1,6,5,5,5,5,6,4,5,4,1,7,1,7,2,6,5,3,1,2,3,6
43,6,4,3,5,5,6,7,6,7,6,2,1,1,6,7,5,4,5,6,1,7,1,7,1,7,6,3,2,2,3,6
44,6,4,4,5,5,6,2,5,6,5,3,2,2,6,5,6,4,5,5,1,7,1,7,1,7,6,4,2,2,3,6
45,6,5,4,5,5,6,4,6,7,6,3,2,2,6,6,7,5,6,7,1,7,1,7,1,7,6,3,1,2,2,7
46,6,5,4,5,5,6,5,6,7,5,3,2,1,6,6,7,4,5,6,1,7,1,7,1,7,6,3,2,2,3,6
47,6,5,5,6,6,7,4,6,7,5,5,2,3,6,7,6,5,6,6,1,7,1,7,1,7,7,3,2,3,2,6
48,1,1,2,1,3,7,7,7,7,7,2,1,1,6,7,7,5,6,7,1,7,1,7,1,7,6,3,2,2,2,6
49,6,4,3,5,5,6,5,6,7,5,5,4,4,6,6,7,4,5,6,1,7,2,7,1,7,6,4,2,3,3,6
50,5,4,3,4,5,6,5,6,6,5,3,2,2,6,6,7,5,6,7,1,7,1,7,1,7,6,4,3,3,3,6
51,6,4,5,6,7,6,5,6,7,5,5,5,4,6,6,7,5,6,6,2,7,1,7,1,7,6,3,2,3,3,6
52,6,6,5,7,6,5,3,4,3,3,5,4,5,5,4,6,4,5,5,2,7,1,7,1,6,6,3,2,2,3,6
53,6,5,6,6,5,4,3,3,4,3,5,5,4,5,4,6,4,5,4,2,6,2,6,2,7,5,3,2,2,2,6
54,6,5,3,5,4,6,4,5,6,5,3,4,2,6,6,7,5,6,6,1,7,2,7,1,7,6,3,2,2,3,6
55,2,1,1,1,3,7,6,7,7,7,1,1,1,7,7,7,5,6,7,1,7,1,7,1,7,6,3,1,2,3,6
56,6,5,4,5,6,6,6,5,5,4,3,2,2,6,7,7,5,4,6,1,7,1,7,1,7,6,3,2,2,2,6
57,7,6,5,6,6,5,3,4,6,5,6,5,5,5,4,6,4,5,6,1,7,1,7,1,7,6,3,2,2,1,7
58,6,5,4,5,6,6,7,6,7,6,3,2,1,7,7,7,5,6,6,2,7,1,7,1,7,6,3,2,1,2,7
59,7,6,5,6,7,4,1,2,2,1,6,6,7,4,4,5,3,5,4,2,6,1,5,2,6,5,3,2,2,3,6
60,6,4,5,6,5,6,5,6,6,5,3,2,2,6,7,7,4,5,6,3,5,2,6,2,7,6,3,2,2,2,6
61,6,5,4,5,5,6,5,6,7,6,4,2,2,6,7,7,5,5,6,2,7,1,7,1,7,6,3,2,2,3,6
62,6,5,5,6,6,4,2,2,3,2,5,4,4,5,5,6,4,5,5,1,7,1,6,1,7,6,3,2,2,3,6
63,6,5,5,6,7,5,2,4,6,4,6,6,5,5,5,6,4,5,6,2,6,1,7,2,7,5,3,2,3,4,6
64,6,5,4,6,7,5,3,2,4,3,5,6,5,6,5,5,4,5,6,1,7,2,6,1,7,6,3,2,2,3,6
65,7,6,6,7,7,4,2,2,3,2,6,6,5,4,4,5,3,4,4,1,7,2,6,2,6,4,3,2,2,2,6
66,7,6,5,6,7,4,2,2,5,3,6,6,5,4,5,5,4,5,4,2,7,1,6,2,7,6,3,2,3,3,6
67,5,4,3,4,5,6,6,5,6,5,4,2,3,6,6,7,4,5,6,1,7,1,7,2,7,5,3,2,3,3,6
68,5,5,4,5,5,6,4,6,6,5,4,2,3,6,6,7,5,5,6,1,7,1,7,1,7,6,3,2,3,2,6
69,7,6,6,7,7,4,1,2,3,2,6,6,5,5,5,6,3,4,4,1,7,1,7,1,7,6,3,2,2,3,6
70,6,5,6,7,6,3,2,2,2,2,5,4,5,5,4,6,4,5,4,1,7,2,6,2,7,5,3,2,2,3,6
71,6,5,4,5,6,7,2,5,6,5,4,2,3,6,7,6,5,6,7,1,7,1,7,1,7,6,3,2,1,2,6
72,6,4,3,5,4,6,7,6,7,5,2,1,1,7,7,6,4,5,6,1,7,1,7,1,7,6,2,1,1,2,7
